Country, Publication_Date,Title, URL
LBY, 2021-06-06, "Over 250,000 people vaccinated against COVID-19 in Libya", "http://www.xinhuanet.com/english/2021-06/06/c_139991245.htm"
LBY, 2021-06-01, " Health Sector Bulletin, May 2021", "https://reliefweb.int/report/libya/libya-health-sector-bulletin-may-2021"
LBY, 2021-05-27, "Minister of Health meets U.S. health companies to discuss cooperation", " Minister of Health meets U.S. health companies to discuss cooperation"
