Country, Publication_Date, Tags, Title, URL, Description
MENA, 2021-04-08, COVAX, "The African Union has dropped their plans to secure 500 million additional AstraZeneca vaccines", "https://www.reuters.com/article/health-coronavirus-africa/update-2-african-union-drops-astrazeneca-from-its-vaccine-plan-idUSL1N2M10IP", 
MENA, 2021-04-09, COVAX, "COVAX aims to deliver one-third of a billion COVID-19 vaccine doses in H1 – GAVI", "https://whbl.com/2021/04/09/covax-aims-to-deliver-one-third-of-a-billion-covid-19-vaccine-doses-in-h1-gavi/", 
MENA, 2021-04-08, COVAX, "COVAX backs AstraZeneca as vaccines reach 100 territories", "https://www.france24.com/en/live-news/20210408-covax-backs-astrazeneca-as-vaccines-reach-100-territories", 
MENA, 2021-04-09, UNHCR, "UNHCR is calling countries to give vaccines to migrants and refugees and warns of vaccine discrimination", "https://www.infomigrants.net/ar/post/31415/%D9%85%D9%81%D9%88%D8%B6%D9%8A%D8%A9-%D8%A7%D9%84%D9%84%D8%A7%D8%AC%D8%A6%D9%8A%D9%86-%D8%AA%D8%AF%D8%B9%D9%88-%D9%84%D8%AA%D9%88%D9%81%D9%8A%D8%B1-%D9%84%D9%82%D8%A7%D8%AD-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7-%D9%84%D9%84%D8%A7%D8%AC%D8%A6%D9%8A%D9%86-%D9%88%D8%A7%D9%84%D9%85%D9%87%D8%A7%D8%AC%D8%B1%D9%8A%D9%86-%D9%88%D8%AA%D8%AD%D8%B0%D8%B1-%D8%A7%D9%84%D8%AF%D9%88%D9%84-%D9%85%D9%86-%D8%A7%D9%84%D8%AA%D9%85%D9%8A%D9%8A%D8%B2-%D9%81%D9%8A-%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-%D8%A7%D9%84%D9%84%D9%82%D8%A7%D8%AD", 
MENA, 2021-04-08, UNICEF, "UNICEF Head: COVAX Intellectual Property Rights Need To Be Simplified", "https://www.newsgram.com/unicef-head-covax-intellectual-property-rights-need-to-be-simplified/",  
MENA, 2021-04-09, WHO|Vaccine_Production, "No Data Yet on Changing Covid Vaccines Between Doses: WHO", "https://english.almanar.com.lb/1313072", 
MENA, 2021-04-08, WHO|Vaccine_Production, "WHO: The risk/benefit balance is mainly in favor of the AstraZeneca vaccine", "https://consonews.ma/26470.html", 
MENA, 2021-04-09, Vaccine_Production, "EU agency examines reports of blood clots with J&J Covid vaccine", "https://www.theguardian.com/world/2021/apr/09/eu-agency-examines-reports-of-blood-clots-with-jj-covid-vaccine", 
MENA, 2021-04-10, Vaccine_Production, "Sinopharm's protein-based Covid-19 vaccine candidate gets China clinical trial nod", "https://www.gdnonline.com/Details/941588/Sinopharms-protein-based-Covid-19-vaccine-candidate-gets-China-clinical-trial-nod#", 
MENA, 2021-04-10, Vaccine_Production|COVAX, "Serum Institute India is legally compelled to ship COVID 19: COVAX", "https://medicaldialogues.in/news/industry/pharma/serum-institute-legally-compelled-to-ship-covid-19-vaccine-covax-76432",
MENA, 2021-04-13, Vaccine_Production, "CDC and FDA recommend US pause use of Johnson & Johnson's Covid-19 vaccine over blood clot concerns", "https://edition.cnn.com/2021/04/13/health/johnson-vaccine-pause-cdc-fda/index.html", 
MENA, 2021-04-08, OpEd|COVAX, "Why equality can’t wait", "https://www.gatesfoundation.org/ideas/articles/melinda-gates-gender-world-bank?utm_source=to&utm_medium=em&utm_campaign=wc&utm_term=lgc", 
MENA, 2021-04-08, OpEd, "From Vaccine Nationalism to Vaccine Equity — Finding a Path Forward", "https://www.nejm.org/doi/full/10.1056/NEJMp2103614", 
MENA, 2021-04-12, OpEd, "Uneven rebound in MENA to result from vaccine inequality", "https://thearabweekly.com/uneven-rebound-mena-result-vaccine-inequality", 
MENA, 2021-04-07, WHO, "Message of Dr Ahmed Al-Mandhari, World Health Organization (WHO) Regional Director for the Eastern Mediterranean, on the occasion of WorldHealthDay 2021", "https://www.youtube.com/watch?v=0K0hb3EztbA", 
MENA, 2021-04-12, Vaccine_Production, "Covid-19 vaccine manufacturing plans grow in the region", "https://www.meed.com/covid-19-vaccine-manufacturing-plans-in-mena", 
MENA, 2021-04-07, WHO, "Vaccines now an effective weapon against COVID-19 in all countries of the Eastern Mediterranean Region", "https://www.emro.who.int/media/news/vaccines-now-an-effective-weapon-against-covid-19-in-all-countries-of-the-eastern-mediterranean-region.html", 
MENA, 2021-04-08, Vaccine_Production, "The League of Arab states is working on a strategy for COVID 19 vaccines procurement", "https://zajelpress.ps/health/55097/%D8%A7%D9%84%D8%AC%D8%A7%D9%85%D8%B9%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D8%AA%D8%B9%D9%83%D9%81-%D8%B9%D9%84%D9%89-%D8%A5%D8%B9%D8%AF%D8%A7%D8%AF-%D8%A5%D8%B3%D8%AA%D8%B1%D8%A7%D8%AA%D9%8A%D8%AC%D9%8A%D8%A9-%D9%84%D9%84%D8%AD%D8%B5%D9%88%D9%84-%D8%B9%D9%84%D9%89-%D9%84%D9%82%D8%A7%D8%AD%D8%A7%D8%AA-%D9%83%D9%88%D9%81%D9%8A%D8%AF---19", 
MENA, 2021-05-03, COVAX, "Gavi signs agreement with Moderna to secure 500 million doses on behalf of COVAX Facility", "https://www.gavi.org/news/media-room/gavi-signs-agreement-moderna-secure-doses-behalf-covax-facility",
MENA, 2021-05-03, WHO & COVAX, "WHO welcomes Sweden’s announcement to share COVID-19 vaccine doses with COVAX", "https://www.who.int/news/item/03-05-2021-who-welcomes-sweden-s-announcement-to-share-covid-19-vaccine-doses-with-covax",
MENA, 2021-05-03, COVAX, "COVAX needs $35-40 billion next year to vaccinate adults", "https://kfgo.com/2021/05/03/covax-needs-35-40-billion-next-year-to-vaccinate-adults-who/",
MENA, 2021-05-04, WHO, "WHO begs G7 to step up and combat Covid", "https://today.rtl.lu/news/world/a/1716115.html",
MENA, 2021-05-04, WHO & COVAX, "COVID-19 crisis: COVAX urgently needs 20 million vaccines to cover supply disruption, says WHO", "https://www.businesstoday.in/current/world/covid-19-crisis-covax-urgently-needs-20-million-vaccines-to-cover-supply-disruption-says-who/story/438207.html",
MENA, 2021-05-02, COVAX, "COVAX roll out in Africa offers hope of vaccine equality", "https://www.stltoday.com/news/world/covax-roll-out-in-africa-offers-hope-of-vaccine-equality/video_a85f35f6-0f82-5a13-bfc9-ea431d54b973.html",
MENA, 2021-05-02, News, "India’s crisis has Africa’s Covid-19 vaccine drives scrambling", "https://qz.com/africa/2003093/indias-crisis-has-africas-covid-19-vaccine-drives-scrambling/",
MENA, 2021-05-03, UNICEF, "UNICEF chief urges the world to help India ‘now’ as Covid cases soar", "https://www.cnbc.com/2021/05/03/unicef-chief-urges-the-world-to-help-india-now-as-covid-cases-soar.html",
MENA, 2021-05-03, Vaccine_Production, "Pressure Mounts to Lift Patent Protections on Coronavirus Vaccines", "https://www.nytimes.com/2021/05/03/us/politics/biden-coronavirus-vaccine-patents.html",
MENA, 2021-05-03, Vaccine_Production|WHO, "WHO estimates that the final decision on the assessment of Sputnik V will be announced around June or July", "https://www.almanar.com.lb/8164774",
MENA, 2021-05-03, Vaccine_Production, "Denmark drops Johnson and Johnson's COVID-19 vaccine due to side effects concerns", "https://www.saudigazette.com.sa/article/606280/World/Europe/Denmark-drops-Johnson-and-Johnsons-COVID-19-vaccine-due-to-side-effects-concerns",
MENA, 2021-05-03, Vaccine_Production|COVAX, "COVID-19: Chinese vaccines to enter COVAX, benefiting more countries", "https://news.cgtn.com/news/2021-05-03/COVID-19-Chinese-vaccines-to-enter-COVAX-benefiting-more-countries-ZVR30wIoYU/index.html",
MENA, 2021-05-03, Vaccine_Production|WHO, "WHO gives emergency use authorization to Moderna COVID-19 vaccine", "https://www.jagranjosh.com/current-affairs/who-gives-emergency-use-authorization-to-moderna-covid-19-vaccine-1620023711-1",
MENA, 2021-05-03, News, "What would it take to vaccinate the whole world? Let’s take a look", "https://www.nytimes.com/2021/05/03/world/global-coronavirus-vaccine-shortage.html",
MENA, 2021-05-03, News, "Vaccine rollout a time for global cooperation, not competition ", "https://www.arabnews.com/node/1853071",



