Country, Publication_Date,Title,URL
IRN, 2021-06-14, "Iran approves first homegrown COVID-19 vaccine", "https://apnews.com/article/joe-biden-germany-europe-g-7-summit-coronavirus-pandemic-4f651d5bd7a83606a4de0c321b8a037a"
IRN, 2021-06-10, "Iran's Covid cases pass three million mark", "https://www.france24.com/en/live-news/20210610-iran-s-covid-cases-pass-three-million-mark"
