Country, Publication_Date,Title,URL
MENA, 2021-01-05, "Covax must go beyond proportional allocation of covid vaccines to ensure fair and equitable access", "https://www.bmj.com/content/372/bmj.m4853"
MENA, 2020-10-19, "The Role of International Law in Vaccinating Against COVID-19: Appraising the COVAX Initiative", "https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3733454"
